"ubigeo_inei";"departamento";"provincia";"distrito";"region";"macroregion_inei";"macroregion_minsa"
80206;"CUSCO";"ACOMAYO";"RONDOCAN";"CUSCO";"SUR";"MACROREGION SUR"
80207;"CUSCO";"ACOMAYO";"SANGARARA";"CUSCO";"SUR";"MACROREGION SUR"
80301;"CUSCO";"ANTA";"ANTA";"CUSCO";"SUR";"MACROREGION SUR"
80302;"CUSCO";"ANTA";"ANCAHUASI";"CUSCO";"SUR";"MACROREGION SUR"
80303;"CUSCO";"ANTA";"CACHIMAYO";"CUSCO";"SUR";"MACROREGION SUR"
80304;"CUSCO";"ANTA";"CHINCHAYPUJIO";"CUSCO";"SUR";"MACROREGION SUR"
80305;"CUSCO";"ANTA";"HUAROCONDO";"CUSCO";"SUR";"MACROREGION SUR"
80306;"CUSCO";"ANTA";"LIMATAMBO";"CUSCO";"SUR";"MACROREGION SUR"
80307;"CUSCO";"ANTA";"MOLLEPATA";"CUSCO";"SUR";"MACROREGION SUR"
80308;"CUSCO";"ANTA";"PUCYURA";"CUSCO";"SUR";"MACROREGION SUR"
80309;"CUSCO";"ANTA";"ZURITE";"CUSCO";"SUR";"MACROREGION SUR"
80401;"CUSCO";"CALCA";"CALCA";"CUSCO";"SUR";"MACROREGION SUR"
80402;"CUSCO";"CALCA";"COYA";"CUSCO";"SUR";"MACROREGION SUR"
80403;"CUSCO";"CALCA";"LAMAY";"CUSCO";"SUR";"MACROREGION SUR"
80404;"CUSCO";"CALCA";"LARES";"CUSCO";"SUR";"MACROREGION SUR"
80405;"CUSCO";"CALCA";"PISAC";"CUSCO";"SUR";"MACROREGION SUR"
80406;"CUSCO";"CALCA";"SAN SALVADOR";"CUSCO";"SUR";"MACROREGION SUR"
80407;"CUSCO";"CALCA";"TARAY";"CUSCO";"SUR";"MACROREGION SUR"
80408;"CUSCO";"CALCA";"YANATILE";"CUSCO";"SUR";"MACROREGION SUR"
80501;"CUSCO";"CANAS";"YANAOCA";"CUSCO";"SUR";"MACROREGION SUR"
80502;"CUSCO";"CANAS";"CHECCA";"CUSCO";"SUR";"MACROREGION SUR"
80503;"CUSCO";"CANAS";"KUNTURKANKI";"CUSCO";"SUR";"MACROREGION SUR"
80504;"CUSCO";"CANAS";"LANGUI";"CUSCO";"SUR";"MACROREGION SUR"
80505;"CUSCO";"CANAS";"LAYO";"CUSCO";"SUR";"MACROREGION SUR"
80506;"CUSCO";"CANAS";"PAMPAMARCA";"CUSCO";"SUR";"MACROREGION SUR"
80507;"CUSCO";"CANAS";"QUEHUE";"CUSCO";"SUR";"MACROREGION SUR"
80508;"CUSCO";"CANAS";"TUPAC AMARU";"CUSCO";"SUR";"MACROREGION SUR"
80601;"CUSCO";"CANCHIS";"SICUANI";"CUSCO";"SUR";"MACROREGION SUR"
80602;"CUSCO";"CANCHIS";"CHECACUPE";"CUSCO";"SUR";"MACROREGION SUR"
80603;"CUSCO";"CANCHIS";"COMBAPATA";"CUSCO";"SUR";"MACROREGION SUR"
80604;"CUSCO";"CANCHIS";"MARANGANI";"CUSCO";"SUR";"MACROREGION SUR"
80605;"CUSCO";"CANCHIS";"PITUMARCA";"CUSCO";"SUR";"MACROREGION SUR"
80606;"CUSCO";"CANCHIS";"SAN PABLO";"CUSCO";"SUR";"MACROREGION SUR"
80607;"CUSCO";"CANCHIS";"SAN PEDRO";"CUSCO";"SUR";"MACROREGION SUR"
80608;"CUSCO";"CANCHIS";"TINTA";"CUSCO";"SUR";"MACROREGION SUR"
80701;"CUSCO";"CHUMBIVILCAS";"SANTO TOMAS";"CUSCO";"SUR";"MACROREGION SUR"
80702;"CUSCO";"CHUMBIVILCAS";"CAPACMARCA";"CUSCO";"SUR";"MACROREGION SUR"
80703;"CUSCO";"CHUMBIVILCAS";"CHAMACA";"CUSCO";"SUR";"MACROREGION SUR"
80704;"CUSCO";"CHUMBIVILCAS";"COLQUEMARCA";"CUSCO";"SUR";"MACROREGION SUR"
80705;"CUSCO";"CHUMBIVILCAS";"LIVITACA";"CUSCO";"SUR";"MACROREGION SUR"
80706;"CUSCO";"CHUMBIVILCAS";"LLUSCO";"CUSCO";"SUR";"MACROREGION SUR"
80707;"CUSCO";"CHUMBIVILCAS";"QUIÑOTA";"CUSCO";"SUR";"MACROREGION SUR"
80708;"CUSCO";"CHUMBIVILCAS";"VELILLE";"CUSCO";"SUR";"MACROREGION SUR"
80801;"CUSCO";"ESPINAR";"ESPINAR";"CUSCO";"SUR";"MACROREGION SUR"
80802;"CUSCO";"ESPINAR";"CONDOROMA";"CUSCO";"SUR";"MACROREGION SUR"
80803;"CUSCO";"ESPINAR";"COPORAQUE";"CUSCO";"SUR";"MACROREGION SUR"
80804;"CUSCO";"ESPINAR";"OCORURO";"CUSCO";"SUR";"MACROREGION SUR"
80805;"CUSCO";"ESPINAR";"PALLPATA";"CUSCO";"SUR";"MACROREGION SUR"
80806;"CUSCO";"ESPINAR";"PICHIGUA";"CUSCO";"SUR";"MACROREGION SUR"
80807;"CUSCO";"ESPINAR";"SUYCKUTAMBO";"CUSCO";"SUR";"MACROREGION SUR"
80808;"CUSCO";"ESPINAR";"ALTO PICHIGUA";"CUSCO";"SUR";"MACROREGION SUR"
80901;"CUSCO";"LA CONVENCION";"SANTA ANA";"CUSCO";"SUR";"MACROREGION SUR"
80902;"CUSCO";"LA CONVENCION";"ECHARATE";"CUSCO";"SUR";"MACROREGION SUR"
80903;"CUSCO";"LA CONVENCION";"HUAYOPATA";"CUSCO";"SUR";"MACROREGION SUR"
80904;"CUSCO";"LA CONVENCION";"MARANURA";"CUSCO";"SUR";"MACROREGION SUR"
80905;"CUSCO";"LA CONVENCION";"OCOBAMBA";"CUSCO";"SUR";"MACROREGION SUR"
80906;"CUSCO";"LA CONVENCION";"QUELLOUNO";"CUSCO";"SUR";"MACROREGION SUR"
80907;"CUSCO";"LA CONVENCION";"QUIMBIRI";"CUSCO";"SUR";"MACROREGION SUR"
80908;"CUSCO";"LA CONVENCION";"SANTA TERESA";"CUSCO";"SUR";"MACROREGION SUR"
80909;"CUSCO";"LA CONVENCION";"VILCABAMBA";"CUSCO";"SUR";"MACROREGION SUR"
80910;"CUSCO";"LA CONVENCION";"PICHARI";"CUSCO";"SUR";"MACROREGION SUR"
80911;"CUSCO";"LA CONVENCION";"INKAWASI";"CUSCO";"SUR";"MACROREGION SUR"
80912;"CUSCO";"LA CONVENCION";"VILLA VIRGEN";"CUSCO";"SUR";"MACROREGION SUR"
80913;"CUSCO";"LA CONVENCION";"VILLA KINTIARINA";"CUSCO";"SUR";"MACROREGION SUR"
80914;"CUSCO";"LA CONVENCION";"MEGANTONI";"CUSCO";"SUR";"MACROREGION SUR"
81001;"CUSCO";"PARURO";"PARURO";"CUSCO";"SUR";"MACROREGION SUR"
81002;"CUSCO";"PARURO";"ACCHA";"CUSCO";"SUR";"MACROREGION SUR"
81003;"CUSCO";"PARURO";"CCAPI";"CUSCO";"SUR";"MACROREGION SUR"
81004;"CUSCO";"PARURO";"COLCHA";"CUSCO";"SUR";"MACROREGION SUR"
81005;"CUSCO";"PARURO";"HUANOQUITE";"CUSCO";"SUR";"MACROREGION SUR"
81006;"CUSCO";"PARURO";"OMACHA";"CUSCO";"SUR";"MACROREGION SUR"
81007;"CUSCO";"PARURO";"PACCARITAMBO";"CUSCO";"SUR";"MACROREGION SUR"
81008;"CUSCO";"PARURO";"PILLPINTO";"CUSCO";"SUR";"MACROREGION SUR"
81009;"CUSCO";"PARURO";"YAURISQUE";"CUSCO";"SUR";"MACROREGION SUR"
81101;"CUSCO";"PAUCARTAMBO";"PAUCARTAMBO";"CUSCO";"SUR";"MACROREGION SUR"
81102;"CUSCO";"PAUCARTAMBO";"CAICAY";"CUSCO";"SUR";"MACROREGION SUR"
81103;"CUSCO";"PAUCARTAMBO";"CHALLABAMBA";"CUSCO";"SUR";"MACROREGION SUR"
81104;"CUSCO";"PAUCARTAMBO";"COLQUEPATA";"CUSCO";"SUR";"MACROREGION SUR"
81105;"CUSCO";"PAUCARTAMBO";"HUANCARANI";"CUSCO";"SUR";"MACROREGION SUR"
81106;"CUSCO";"PAUCARTAMBO";"KOSÑIPATA";"CUSCO";"SUR";"MACROREGION SUR"
81201;"CUSCO";"QUISPICANCHI";"URCOS";"CUSCO";"SUR";"MACROREGION SUR"
81202;"CUSCO";"QUISPICANCHI";"ANDAHUAYLILLAS";"CUSCO";"SUR";"MACROREGION SUR"
81203;"CUSCO";"QUISPICANCHI";"CAMANTI";"CUSCO";"SUR";"MACROREGION SUR"
81204;"CUSCO";"QUISPICANCHI";"CCARHUAYO";"CUSCO";"SUR";"MACROREGION SUR"
81205;"CUSCO";"QUISPICANCHI";"CCATCA";"CUSCO";"SUR";"MACROREGION SUR"
81206;"CUSCO";"QUISPICANCHI";"CUSIPATA";"CUSCO";"SUR";"MACROREGION SUR"
81207;"CUSCO";"QUISPICANCHI";"HUARO";"CUSCO";"SUR";"MACROREGION SUR"
81208;"CUSCO";"QUISPICANCHI";"LUCRE";"CUSCO";"SUR";"MACROREGION SUR"
81209;"CUSCO";"QUISPICANCHI";"MARCAPATA";"CUSCO";"SUR";"MACROREGION SUR"
81210;"CUSCO";"QUISPICANCHI";"OCONGATE";"CUSCO";"SUR";"MACROREGION SUR"
81211;"CUSCO";"QUISPICANCHI";"OROPESA";"CUSCO";"SUR";"MACROREGION SUR"
81212;"CUSCO";"QUISPICANCHI";"QUIQUIJANA";"CUSCO";"SUR";"MACROREGION SUR"
81301;"CUSCO";"URUBAMBA";"URUBAMBA";"CUSCO";"SUR";"MACROREGION SUR"
81302;"CUSCO";"URUBAMBA";"CHINCHERO";"CUSCO";"SUR";"MACROREGION SUR"
81303;"CUSCO";"URUBAMBA";"HUAYLLABAMBA";"CUSCO";"SUR";"MACROREGION SUR"
81304;"CUSCO";"URUBAMBA";"MACHUPICCHU";"CUSCO";"SUR";"MACROREGION SUR"
81305;"CUSCO";"URUBAMBA";"MARAS";"CUSCO";"SUR";"MACROREGION SUR"
81306;"CUSCO";"URUBAMBA";"OLLANTAYTAMBO";"CUSCO";"SUR";"MACROREGION SUR"
81307;"CUSCO";"URUBAMBA";"YUCAY";"CUSCO";"SUR";"MACROREGION SUR"
90101;"HUANCAVELICA";"HUANCAVELICA";"HUANCAVELICA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90102;"HUANCAVELICA";"HUANCAVELICA";"ACOBAMBILLA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90103;"HUANCAVELICA";"HUANCAVELICA";"ACORIA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90104;"HUANCAVELICA";"HUANCAVELICA";"CONAYCA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90105;"HUANCAVELICA";"HUANCAVELICA";"CUENCA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90106;"HUANCAVELICA";"HUANCAVELICA";"HUACHOCOLPA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90107;"HUANCAVELICA";"HUANCAVELICA";"HUAYLLAHUARA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90108;"HUANCAVELICA";"HUANCAVELICA";"IZCUCHACA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90109;"HUANCAVELICA";"HUANCAVELICA";"LARIA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90110;"HUANCAVELICA";"HUANCAVELICA";"MANTA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90111;"HUANCAVELICA";"HUANCAVELICA";"MARISCAL CACERES";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90112;"HUANCAVELICA";"HUANCAVELICA";"MOYA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90113;"HUANCAVELICA";"HUANCAVELICA";"NUEVO OCCORO";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90114;"HUANCAVELICA";"HUANCAVELICA";"PALCA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90115;"HUANCAVELICA";"HUANCAVELICA";"PILCHACA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90116;"HUANCAVELICA";"HUANCAVELICA";"VILCA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90117;"HUANCAVELICA";"HUANCAVELICA";"YAULI";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90118;"HUANCAVELICA";"HUANCAVELICA";"ASCENSION";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90119;"HUANCAVELICA";"HUANCAVELICA";"HUANDO";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90201;"HUANCAVELICA";"ACOBAMBA";"ACOBAMBA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90202;"HUANCAVELICA";"ACOBAMBA";"ANDABAMBA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90203;"HUANCAVELICA";"ACOBAMBA";"ANTA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90204;"HUANCAVELICA";"ACOBAMBA";"CAJA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90205;"HUANCAVELICA";"ACOBAMBA";"MARCAS";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90206;"HUANCAVELICA";"ACOBAMBA";"PAUCARA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90207;"HUANCAVELICA";"ACOBAMBA";"POMACOCHA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90208;"HUANCAVELICA";"ACOBAMBA";"ROSARIO";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90301;"HUANCAVELICA";"ANGARAES";"LIRCAY";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90302;"HUANCAVELICA";"ANGARAES";"ANCHONGA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90303;"HUANCAVELICA";"ANGARAES";"CALLANMARCA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90304;"HUANCAVELICA";"ANGARAES";"CCOCHACCASA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90305;"HUANCAVELICA";"ANGARAES";"CHINCHO";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90306;"HUANCAVELICA";"ANGARAES";"CONGALLA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90307;"HUANCAVELICA";"ANGARAES";"HUANCA-HUANCA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90308;"HUANCAVELICA";"ANGARAES";"HUAYLLAY GRANDE";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90309;"HUANCAVELICA";"ANGARAES";"JULCAMARCA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90310;"HUANCAVELICA";"ANGARAES";"SAN ANTONIO DE ANTAPARCO";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90311;"HUANCAVELICA";"ANGARAES";"SANTO TOMAS DE PATA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90312;"HUANCAVELICA";"ANGARAES";"SECCLLA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90401;"HUANCAVELICA";"CASTROVIRREYNA";"CASTROVIRREYNA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90402;"HUANCAVELICA";"CASTROVIRREYNA";"ARMA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90403;"HUANCAVELICA";"CASTROVIRREYNA";"AURAHUA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90404;"HUANCAVELICA";"CASTROVIRREYNA";"CAPILLAS";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90405;"HUANCAVELICA";"CASTROVIRREYNA";"CHUPAMARCA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90406;"HUANCAVELICA";"CASTROVIRREYNA";"COCAS";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90407;"HUANCAVELICA";"CASTROVIRREYNA";"HUACHOS";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90408;"HUANCAVELICA";"CASTROVIRREYNA";"HUAMATAMBO";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90409;"HUANCAVELICA";"CASTROVIRREYNA";"MOLLEPAMPA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90410;"HUANCAVELICA";"CASTROVIRREYNA";"SAN JUAN";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90411;"HUANCAVELICA";"CASTROVIRREYNA";"SANTA ANA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90412;"HUANCAVELICA";"CASTROVIRREYNA";"TANTARA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90413;"HUANCAVELICA";"CASTROVIRREYNA";"TICRAPO";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90501;"HUANCAVELICA";"CHURCAMPA";"CHURCAMPA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90502;"HUANCAVELICA";"CHURCAMPA";"ANCO";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90503;"HUANCAVELICA";"CHURCAMPA";"CHINCHIHUASI";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90504;"HUANCAVELICA";"CHURCAMPA";"EL CARMEN";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90505;"HUANCAVELICA";"CHURCAMPA";"LA MERCED";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90506;"HUANCAVELICA";"CHURCAMPA";"LOCROJA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90507;"HUANCAVELICA";"CHURCAMPA";"PAUCARBAMBA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90508;"HUANCAVELICA";"CHURCAMPA";"SAN MIGUEL DE MAYOCC";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90509;"HUANCAVELICA";"CHURCAMPA";"SAN PEDRO DE CORIS";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90510;"HUANCAVELICA";"CHURCAMPA";"PACHAMARCA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90511;"HUANCAVELICA";"CHURCAMPA";"COSME";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90601;"HUANCAVELICA";"HUAYTARA";"HUAYTARA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90602;"HUANCAVELICA";"HUAYTARA";"AYAVI";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90603;"HUANCAVELICA";"HUAYTARA";"CORDOVA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90604;"HUANCAVELICA";"HUAYTARA";"HUAYACUNDO ARMA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90605;"HUANCAVELICA";"HUAYTARA";"LARAMARCA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90606;"HUANCAVELICA";"HUAYTARA";"OCOYO";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90607;"HUANCAVELICA";"HUAYTARA";"PILPICHACA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90608;"HUANCAVELICA";"HUAYTARA";"QUERCO";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90609;"HUANCAVELICA";"HUAYTARA";"QUITO-ARMA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90610;"HUANCAVELICA";"HUAYTARA";"SAN ANTONIO DE CUSICANCHA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90611;"HUANCAVELICA";"HUAYTARA";"SAN FRANCISCO DE SANGAYAICO";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90612;"HUANCAVELICA";"HUAYTARA";"SAN ISIDRO";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90613;"HUANCAVELICA";"HUAYTARA";"SANTIAGO DE CHOCORVOS";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90614;"HUANCAVELICA";"HUAYTARA";"SANTIAGO DE QUIRAHUARA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90615;"HUANCAVELICA";"HUAYTARA";"SANTO DOMINGO DE CAPILLAS";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90616;"HUANCAVELICA";"HUAYTARA";"TAMBO";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90701;"HUANCAVELICA";"TAYACAJA";"PAMPAS";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90702;"HUANCAVELICA";"TAYACAJA";"ACOSTAMBO";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90703;"HUANCAVELICA";"TAYACAJA";"ACRAQUIA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90704;"HUANCAVELICA";"TAYACAJA";"AHUAYCHA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90705;"HUANCAVELICA";"TAYACAJA";"COLCABAMBA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90706;"HUANCAVELICA";"TAYACAJA";"DANIEL HERNANDEZ";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90707;"HUANCAVELICA";"TAYACAJA";"HUACHOCOLPA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90709;"HUANCAVELICA";"TAYACAJA";"HUARIBAMBA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90710;"HUANCAVELICA";"TAYACAJA";"ÑAHUIMPUQUIO";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90711;"HUANCAVELICA";"TAYACAJA";"PAZOS";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90713;"HUANCAVELICA";"TAYACAJA";"QUISHUAR";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90714;"HUANCAVELICA";"TAYACAJA";"SALCABAMBA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90715;"HUANCAVELICA";"TAYACAJA";"SALCAHUASI";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90716;"HUANCAVELICA";"TAYACAJA";"SAN MARCOS DE ROCCHAC";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90717;"HUANCAVELICA";"TAYACAJA";"SURCUBAMBA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90718;"HUANCAVELICA";"TAYACAJA";"TINTAY PUNCU";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90719;"HUANCAVELICA";"TAYACAJA";"QUICHUAS";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90720;"HUANCAVELICA";"TAYACAJA";"ANDAYMARCA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90721;"HUANCAVELICA";"TAYACAJA";"ROBLE";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90722;"HUANCAVELICA";"TAYACAJA";"PICHOS";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
90723;"HUANCAVELICA";"TAYACAJA";"SANTIAGO DE TUCUMA";"HUANCAVELICA";"CENTRO";"MACROREGION CENTRO"
100101;"HUANUCO";"HUANUCO";"HUANUCO";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100102;"HUANUCO";"HUANUCO";"AMARILIS";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100103;"HUANUCO";"HUANUCO";"CHINCHAO";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100104;"HUANUCO";"HUANUCO";"CHURUBAMBA";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100105;"HUANUCO";"HUANUCO";"MARGOS";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100106;"HUANUCO";"HUANUCO";"QUISQUI";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100107;"HUANUCO";"HUANUCO";"SAN FRANCISCO DE CAYRAN";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100108;"HUANUCO";"HUANUCO";"SAN PEDRO DE CHAULAN";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100109;"HUANUCO";"HUANUCO";"SANTA MARIA DEL VALLE";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100110;"HUANUCO";"HUANUCO";"YARUMAYO";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100111;"HUANUCO";"HUANUCO";"PILLCO MARCA";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100112;"HUANUCO";"HUANUCO";"YACUS";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100113;"HUANUCO";"HUANUCO";"SAN PABLO DE PILLAO";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100201;"HUANUCO";"AMBO";"AMBO";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100202;"HUANUCO";"AMBO";"CAYNA";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100203;"HUANUCO";"AMBO";"COLPAS";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100204;"HUANUCO";"AMBO";"CONCHAMARCA";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100205;"HUANUCO";"AMBO";"HUACAR";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100206;"HUANUCO";"AMBO";"SAN FRANCISCO";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100207;"HUANUCO";"AMBO";"SAN RAFAEL";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100208;"HUANUCO";"AMBO";"TOMAY KICHWA";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100301;"HUANUCO";"DOS DE MAYO";"LA UNION";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100307;"HUANUCO";"DOS DE MAYO";"CHUQUIS";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100311;"HUANUCO";"DOS DE MAYO";"MARIAS";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100313;"HUANUCO";"DOS DE MAYO";"PACHAS";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100316;"HUANUCO";"DOS DE MAYO";"QUIVILLA";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100317;"HUANUCO";"DOS DE MAYO";"RIPAN";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100321;"HUANUCO";"DOS DE MAYO";"SHUNQUI";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100322;"HUANUCO";"DOS DE MAYO";"SILLAPATA";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100323;"HUANUCO";"DOS DE MAYO";"YANAS";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100401;"HUANUCO";"HUACAYBAMBA";"HUACAYBAMBA";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100402;"HUANUCO";"HUACAYBAMBA";"CANCHABAMBA";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100403;"HUANUCO";"HUACAYBAMBA";"COCHABAMBA";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100404;"HUANUCO";"HUACAYBAMBA";"PINRA";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100501;"HUANUCO";"HUAMALIES";"LLATA";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100502;"HUANUCO";"HUAMALIES";"ARANCAY";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
100503;"HUANUCO";"HUAMALIES";"CHAVIN DE PARIARCA";"HUANUCO";"CENTRO";"MACROREGION CENTRO"
